Nzale Verified
holela ADJ
iliyowekwa VERB
siku NOUN
moja ADJ
baada ADP
ya ADP
ghasia NOUN
, PUNCT
wakati NOUN
Trump PROPN
alipowahimiza VERB
wafuasi NOUN
wake ADJ
kukabiliana NOUN
na ADP
wabunge NOUN
walipothibitisha VERB
ushindi NOUN
wa ADJ
uchaguzi NOUN
wa ADJ
Joe PROPN
Biden PROPN
. PUNCT

Mapitio NOUN
hayo ADJ
yalisema VERB
watendaji NOUN
wa ADJ
Facebook PROPN
wanapaswa VERB
kuamua NOUN
juu ADP
ya ADP
adhabu NOUN
nyingine ADJ
inayoonyesha VERB
uzito NOUN
wa ADJ
ukiukaji NOUN
na CCONJ
matarajio NOUN
ya ADJ
madhara NOUN
ya ADJ
baadaye ADV
. PUNCT

Utawala NOUN
wa ADJ
Facebook PROPN
ulijibu VERB
kwa ADP
kusema NOUN
sasa ADV
utazingatia VERB
uamuzi NOUN
wa ADJ
bodi NOUN
na CCONJ
kuamua NOUN
hatua NOUN
iliyo AUX
wazi ADV
na CCONJ
inayolingana VERB
. PUNCT

Wakati NOUN
huo ADJ
huo ADJ
, PUNCT
akaunti NOUN
za ADJ
Bw NOUN
. PUNCT
Trump PROPN
zimesimamishwa VERB
. PUNCT

Trump PROPN
alijibu VERB
kwa ADV
hasira ADV
juu ADP
ya ADP
uamuzi NOUN
wa ADJ
jopo NOUN
la ADJ
usimamizi NOUN
akisema VERB
Uhuru NOUN
wa ADJ
kuzungumza NOUN
umechukuliwa VERB
kutoka ADP
kwa ADP
Rais NOUN
wa ADJ
Marekani PROPN
kwa SCONJ
sababu SCONJ
wenye NOUN
nguvu ADJ
wa ADJ
mrengo NOUN
wa ADJ
kushoto NOUN
walio AUX
vichaa ADV
wanaogopa VERB
ukweli NOUN
, PUNCT
lakini CCONJ
ukweli NOUN
utatoka VERB
tu ADV
kwa ADV
nguvu ADV
na CCONJ
ukubwa ADV
kuliko ADV
hapo PRON
awali ADV
. PUNCT

Tukio NOUN
hili ADJ
limefanyika VERB
kwa ADP
mujibu NOUN
wa ADJ
katiba NOUN
ya ADJ
nchi NOUN
baada ADP
ya ADP
kufariki NOUN
aliyekuwa VERB
Rais NOUN
wa ADJ
Tanzania PROPN
hayati VERB
John PROPN
Pombe PROPN
Magufuli PROPN
hapo ADV
Machi NOUN
17 NUM
, PUNCT
2021 NUM
katika ADP
hospitali NOUN
ya ADJ
Mzena PROPN
jijini ADV
Dar PROPN
Es PROPN
Salaam PROPN
Aliyekuwa VERB
Waziri NOUN
wa ADJ
Fedha NOUN
na CCONJ
Mipango NOUN
nchini ADV
Tanzania ADV
, PUNCT
Dr PROPN
. PUNCT
Philip PROPN
Isdory PROPN
Mpango PROPN
amethibitishwa VERB
na PART
Bunge NOUN
la ADJ
Jamhuri NOUN
ya ADJ
Muungano NOUN
wa ADJ
Tanzania PROPN
kuwa AUX
Makamu NOUN
wa ADJ
Rais NOUN
mteule ADJ
wa ADJ
Jamhuri NOUN
ya ADJ
Muungano NOUN
wa ADJ
Tanzania PROPN
baada ADP
ya ADP
jina NOUN
lake ADJ
kuwasilishwa NOUN
Bungeni NOUN
kwa ADP
mapendekezo NOUN
ya ADJ
Rais NOUN
Samia PROPN
Suluhu PROPN
Hassan PROPN
. PUNCT

Kikao NOUN
cha ADJ
kamati NOUN
Kuu ADJ
ya ADJ
CCM PROPN
kimefanyika VERB
Jumanne NOUN
jijini ADV
Dodoma PROPN
ambapo ADJ
kwa ADP
kushauriana NOUN
na ADP
chama NOUN
hicho ADJ
ndipo ADV
Rais NOUN
wa ADJ
Jamhuri NOUN
ya ADJ
Muungano NOUN
wa ADJ
Tanzania PROPN
Samia PROPN
Suluhu PROPN
Hassan PROPN
alipowasilisha VERB
jina NOUN
la ADJ
Dr PROPN
Philip PROPN
Mpango PROPN
kama SCONJ
mteule NOUN
wa ADJ
nafasi NOUN
ya ADJ
Makamu NOUN
wa ADJ
Rais NOUN
. PUNCT

Tukio NOUN
hili ADJ
limefanyika VERB
kwa ADP
mujibu NOUN
wa ADJ
katiba NOUN
baada ADP
ya ADP
kufariki NOUN
aliyekuwa VERB
Rais NOUN
wa ADJ
Tanzania PROPN
hayati ADJ
John PROPN
Pombe PROPN
Magufuli PROPN
hapo ADJ
Machi ADV
17 NUM
, PUNCT
2021 NUM
. PUNCT

Baada ADP
ya ADP
jina NOUN
hilo ADJ
kuwasilishwa NOUN
kwa ADP
spika NOUN
wa ADJ
bunge NOUN
Job PROPN
Ndugai PROPN
, PUNCT
Dr NOUN
Mpango PROPN
ambaye ADJ
pia SCONJ
alikuwa VERB
Mbunge NOUN
wa ADJ
Buhigwe PROPN
mkoani ADV
Kigoma ADV
alipigiwa VERB
kura NOUN
na CCONJ
kuthibitishwa NOUN
na PART
Bunge NOUN
kwa ADP
kupata NOUN
kura NOUN
zote ADJ
za ADJ
NDIO       X NDIO IS AUX & A NAME OF A PACE IS MISSING
zilizopigwa VERB
ambazo ADJ
ni AUX
363 NUM
. PUNCT

Baadhi SCONJ
ya SCONJ
wabunge NOUN
waliozungumza VERB
kabla ADP
ya ADP
jina NOUN
la ADJ
Dr NOUN
. PUNCT
Mpango NOUN
kupigiwa VERB
kura NOUN
walisifu VERB
mapendekezo NOUN
hayo ADJ
ya ADJ
Rais NOUN
Samia PROPN
Suluhu PROPN
Hassan PROPN
na CCONJ
kwamba SCONJ
Dr NOUN
. PUNCT
Mpango PROPN
ni AUX
mtu NOUN
sahihi ADJ
wa ADP
kumsaidia NOUN
rais NOUN
katika ADP
majukumu NOUN
yake ADJ
Dr NOUN
. PUNCT
Mpango PROPN
anatarajiwa VERB
kuapishwa NOUN
Jumatano NOUN
jijini ADV
Dodoma PROPN
na ADP
Jaji NOUN
Mkuu ADJ
wa ADJ
Tanzania PROPN
, PUNCT
kushika NOUN
nafasi NOUN
ya ADJ
Makamu NOUN
wa ADJ
Rais NOUN
wa ADJ
Jamhuri NOUN
ya ADJ
Muungano NOUN
wa ADJ
Tanzania PROPN
. PUNCT

Kampuni NOUN
ya ADJ
Marekani PROPN
ya ADJ
Moderna PROPN
inayo VERB
tengeneza NOUN
chanjo NOUN
dhidi SCONJ
ya SCONJ
ugonjwa NOUN
wa ADJ
COVID-19 PROPN
inasema VERB
iko VERB
tayari ADV
kufanya NOUN
majaribio NOUN
ya ADJ
chanjo NOUN
dhidi SCONJ
ya SCONJ
virusi NOUN
vipya ADJ
vya ADJ
corona PROPN
. PUNCT

Chanjo NOUN
hiyo ADJ
ya ADJ
majaribio NOUN
iliyoongezwa VERB
nguvu NOUN
kupambana NOUN
na ADP
virusi NOUN
vipya ADJ
vya ADJ
Corona PROPN
, PUNCT
ambavyo ADJ
viligunduliwa VERB
kwanza ADV
huko ADJ
Afrika ADV
Kusini ADV
. PUNCT

Utafiti NOUN
wa ADJ
awali ADV
unaonyesha VERB
kwamba SCONJ
chanjo NOUN
yake ADJ
ya ADJ
kwanza ADJ
iliyokwisha VERB
idhinishwa VERB
na PART
Marekani PROPN
na CCONJ
Umoja NOUN
wa ADJ
Ulaya PROPN
haina VERB
nguvu NOUN
za ADJ
kutosha NOUN
kupambana NOUN
na ADP
aina NOUN
mpya ADJ
ya ADJ
virusi NOUN
vilivyogunduliwa VERB
hivi ADV
sasa ADV
katika ADP
takriban ADV
nchi NOUN
40 NUM
. PUNCT

Kampuni NOUN
hiyo ADJ
inasema VERB
iko AUX
tayari ADV
kufanya NOUN
majaribio NOUN
kwa ADP
binadamu NOUN
kwa ADP
kutumia NOUN
mikakati NOUN
mbali ADJ
mbali ADJ
kuona NOUN
ni AUX
ipi PRON
ina AUX
kinga NOUN
nzuri ADJ
zaidi ADV
. PUNCT

Moderna PROPN
inasema VERB
majaribio NOUN
hayo ADJ
mapya ADJ
yatafuatilia VERB
pia SCONJ
jinsi ADV
kinga NOUN
za ADJ
mwili NOUN
za ADJ
watu NOUN
waliokwishachanjwa VERB
zinavyokabiliana VERB
na ADP
chanjo NOUN
ya ADJ
awali ADV
pamoja SCONJ
na SCONJ
wale PRON
wanaopewa VERB
chanjo NOUN
mpya ADJ
. PUNCT

Zimbabwe PROPN
imegundua VERB
kesi NOUN
za ADJ
kwanza ADJ
za ADJ
aina NOUN
mpya ADJ
ya ADJ
virusi NOUN
vya ADJ
corona PROPN
ambavo ADJ
vimeibuka VERB
nchini ADV
India PROPN
, PUNCT
Makamu NOUN
wa ADJ
Rais NOUN
Constantino PROPN
Chiwenga PROPN
alisema VERB
Jumatano NOUN
, PUNCT
na CCONJ
kuongeza NOUN
kuwa SCONJ
wasafiri NOUN
wote ADJ
kutoka ADP
taifa NOUN
la ADJ
Asia PROPN
watalazimika VERB
kuwekewa NOUN
karantini NOUN
. PUNCT

Chiwenga PROPN
, PUNCT
ambaye PRON
pia SCONJ
ni AUX
waziri NOUN
wa ADJ
afya NOUN
wa ADJ
Zimbabwe PROPN
, PUNCT
alisema VERB
katika ADP
taarifa NOUN
kesi NOUN
hizo ADJ
ziligunduliwa VERB
kati SCONJ
ya SCONJ
kundi NOUN
la ADJ
watu NOUN
katika ADP
mji NOUN
wa ADJ
kati NOUN
wa ADJ
Kwekwe PROPN
baada ADP
ya ADP
mwanafunzi NOUN
kurudi NOUN
kutoka ADP
India PROPN
Aprili NOUN
29 NUM
. PUNCT

Watu NOUN
wanaosafiri VERB
kutoka ADP
au CCONJ
kupitia NOUN
India PROPN
watakuwa VERB
chini ADP
ya ADP
karantini NOUN
ya ADJ
lazima ADV
katika ADP
kituo NOUN
maalum ADJ
cha ADJ
karantini NOUN
na CCONJ
kwa ADP
gharama NOUN
zao ADJ
, PUNCT
Chiwenga PROPN
alisema VERB
. PUNCT

Wasafiri NOUN
kutoka ADP
India PROPN
watafanyiwa VERB
vipimo NOUN
vya ADJ
COVID-19 PROPN
wanapowasili VERB
hata SCONJ
ikiwa SCONJ
wamepimwa VERB
katika ADP
nchi NOUN
yao ADJ
ya ADJ
asili ADJ
. PUNCT

Shughuli NOUN
ya ADJ
mpito NOUN
ya ADJ
Rais NOUN
mteule ADJ
wa ADJ
Marekani PROPN
Joe PROPN
Biden PROPN
imeanza VERB
rasmi ADV
baada ADP
ya ADP
idara NOUN
ya ADJ
serikali NOUN
kuu ADJ
- PUNCT
GSA PROPN
kumtangaza NOUN
mshindi NOUN
wa ADJ
dhahiri ADJ
wa ADJ
uchaguzi NOUN
wa ADJ
urais NOUN
wa ADJ
2020 NUM
, PUNCT
wakati ADV
Rais NOUN
Donald PROPN
Trump PROPN
akiendelea VERB
na PART
jaribio NOUN
lake ADJ
la ADJ
muda NOUN
mrefu ADJ
la ADJ
kutengua NOUN
ushindi NOUN
wa ADJ
Biden PROPN
kwenye ADP
kura NOUN
. PUNCT

Timu NOUN
ya ADJ
washauri NOUN
ya ADJ
Biden PROPN
mara ADV
moja ADV
ilianza VERB
kuwafikia NOUN
Jumatatu ADV
usiku ADV
maafisa NOUN
wa ADJ
Trump PROPN
kote ADV
serikalini ADV
ili SCONJ
kujua NOUN
juu ADP
ya ADP
uwezekano NOUN
wa ADJ
vitisho NOUN
vya ADJ
usalama NOUN
wa ADJ
kitaifa ADJ
nchi NOUN
inakabiliwa VERB
navyo ADV
, PUNCT
na CCONJ
masuala NOUN
mengine ADJ
ya ADJ
haraka ADJ
ambayo ADJ
Biden PROPN
atakabiliwa VERB
nayo PRON
wakati NOUN
atakapoapishwa VERB
ifikapo VERB
Januari NOUN
20 NUM
. PUNCT

Maafisa NOUN
wa ADJ
Pentagon PROPN
walisema VERB
wanachama NOUN
wa ADJ
timu NOUN
ya ADJ
mpito NOUN
ya ADJ
Biden PROPN
waliwasiliana VERB
na ADP
Idara NOUN
ya ADJ
Ulinzi NOUN
mara ADV
tu ADV
baada ADP
ya ADP
Emily PROPN
Murphy PROPN
, PUNCT
msimamizi NOUN
wa ADJ
Utawala NOUN
Mkuu ADJ
wa ADJ
Huduma NOUN
za ADJ
serikali NOUN
, PUNCT
kuamua NOUN
kwamba SCONJ
Biden PROPN
ndiye AUX
mshindi NOUN
wa ADJ
dhahiri ADJ
wa ADJ
uchaguzi NOUN
na CCONJ
kwamba SCONJ
mpito NOUN
unaweza VERB
kuanza NOUN
. PUNCT

Kitendo NOUN
cha ADJ
Murphy PROPN
kinamruhusu VERB
sasa ADV
Biden PROPN
kupata NOUN
fedha NOUN
za ADJ
umma NOUN
kwa ADP
kipindi NOUN
cha ADJ
mpito NOUN
, PUNCT
kupokea NOUN
taarifa NOUN
za ADJ
usalama NOUN
na CCONJ
maafisa NOUN
wake ADJ
wa ADJ
mpito NOUN
kupata NOUN
taarifa NOUN
za ADJ
idara NOUN
ya ADJ
mashirika NOUN
ya ADJ
serikali NOUN
kuu ADJ
. PUNCT

Haikufahamika VERB
mara ADV
moja ADV
ni AUX
lini ADV
Biden PROPN
atapata VERB
fursa NOUN
ya ADJ
mkutano NOUN
wake ADJ
wa ADJ
kwanza ADJ
wa ADJ
usalama NOUN
wa ADJ
kitaifa ADJ
kama SCONJ
rais NOUN
mteule ADJ
. PUNCT

Biden PROPN
amezungumzia VERB
maswala NOUN
ya ADJ
usalama NOUN
na CCONJ
timu NOUN
yake ADJ
ya ADJ
washauri NOUN
wa ADJ
ujasusi NOUN
na CCONJ
wanajeshi NOUN
lakini CCONJ
bado ADV
hajakabidhiwa VERB
taarifa NOUN
ya ADJ
kila ADJ
siku ADJ
ya ADJ
rais NOUN
ambayo ADJ
ni AUX
tathmini NOUN
ya ADJ
jamii NOUN
ya ADJ
ujasusi NOUN
ya ADJ
Marekani PROPN
ya ADJ
vitisho NOUN
vya ADJ
ulimwengu NOUN
. PUNCT

Wakati NOUN
huo ADJ
huo ADJ
Gavana NOUN
wa ADJ
jimbo NOUN
la ADJ
Pennsylvania PROPN
hapa ADJ
Tom PROPN
Wolf PROPN
alisema VERB
Jumanne ADV
kuwa SCONJ
Joe PROPN
Biden PROPN
amethibitishwa VERB
kuwa AUX
mshindi NOUN
wa ADJ
uchaguzi NOUN
wa ADJ
urais NOUN
katika ADP
jimbo NOUN
hilo ADJ
. PUNCT

Gavana NOUN
Wolf PROPN
aliandika VERB
katika ADP
ukurasa NOUN
wake ADJ
wa ADJ
tweeter PROPN
kwamba SCONJ
idara NOUN
ya ADJ
mambo NOUN
ya ADJ
nje NOUN
ya ADJ
Jimbo NOUN
hilo ADJ
imethibitisha VERB
matokeo NOUN
ya ADJ
uchaguzi NOUN
wa ADJ
rais NOUN
na CCONJ
makamu NOUN
wa ADJ
rais NOUN
kama SCONJ
inavyotakiwa VERB
na PART
sheria NOUN
ya ADJ
serikali NOUN
kuu ADJ
, PUNCT
nimesaini VERB
Cheti NOUN
cha ADJ
kuthibitisha NOUN
kwa ADP
orodha NOUN
ya ADJ
wapiga NOUN
kura NOUN
ya ADJ
Joe PROPN
Biden PROPN
na CCONJ
Kamala PROPN
Harris PROPN
aliongeza VERB
. PUNCT

Imetayarishwa VERB
na PART
Sunday PROPN
Shomari PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
D.C PROPN
Serikali NOUN
ya ADJ
Ethiopia PROPN
Jumatatu ADV
imetangaza VERB
sitisho NOUN
la ADJ
mapigano NOUN
katika ADP
jimbo NOUN
la ADJ
Tigray PROPN
, PUNCT
miezi ADV
minane ADV
baada ADP
ya ADP
mzozo NOUN
mbaya ADJ
uliosababisha VERB
maafa NOUN
mengi ADJ
, PUNCT
wakati NOUN
maelfu NOUN
ya ADJ
wakazi NOUN
wakikabiliwa VERB
na ADP
baa NOUN
la ADJ
njaa NOUN
. PUNCT

Sitisho NOUN
hilo ADJ
la ADJ
mapigano NOUN
huenda VERB
likatuliza VERB
hali NOUN
kwenye ADP
taifa NOUN
hilo ADJ
la ADJ
pili ADJ
kwa ADP
wingi NOUN
wa ADJ
watu NOUN
barani ADV
Afrika ADV
. PUNCT

Taarifa NOUN
inajiri VERB
wakati ADV
Ethiopia PROPN
ikisuburi VERB
matokeo NOUN
ya ADJ
uchaguzi NOUN
wa ADJ
kitaifa ADJ
ambao ADJ
waziri NOUN
mkuu NOUN
Abiy PROPN
Ahmed PROPN
aliuelezea VERB
kama SCONJ
kiini NOUN
cha ADJ
mageuzi NOUN
yaliyompelekea VERB
kushinda NOUN
tuzo NOUN
ya ADJ
amani NOUN
ya ADJ
Nobel PROPN
mwaka NOUN
2019 NUM
. PUNCT

Taarifa NOUN
ya ADJ
serekali NOUN
ilitolewa VERB
na PART
vyombo NOUN
vya ADJ
habari NOUN
muda NOUN
mfupi ADJ
baada ADP
ya ADP
utawala NOUN
wa ADJ
mpito NOUN
wa ADJ
Tigray PROPN
ulioteuliwa VERB
na PART
serikali NOUN
kuu ADJ
kukimbia NOUN
katika ADP
mji NOUN
mkuu ADJ
wa ADJ
Tigray PROPN
, PUNCT
Mekele PROPN
, PUNCT
na CCONJ
kuomba NOUN
sitisho NOUN
la ADJ
mapigano NOUN
kwa SCONJ
sababu SCONJ
za ADJ
kibinadamu ADJ
ili SCONJ
misaada NOUN
inayohitajika VERB
ifikishwe VERB
kwa ADP
wakazi NOUN
. PUNCT

Wakati NOUN
huo ADJ
huo ADJ
, PUNCT
wakazi NOUN
wa ADJ
Mekele PROPN
wameshangilia VERB
kuwasili NOUN
kwa ADP
vikosi NOUN
vya ADJ
Tigray PROPN
. PUNCT

Serikali NOUN
ya ADJ
Somalia PROPN
imetangaza VERB
kusitisha NOUN
uhusiano NOUN
wake ADJ
na ADP
Kenya PROPN
ikidai VERB
kwamba SCONJ
serikali NOUN
ya ADJ
Kenya PROPN
inaingilia VERB
kati VERB
maswala NOUN
yake ADJ
ya ADJ
ndani NOUN
. PUNCT

Nchi NOUN
hiyo ADJ
jirani NOUN
ya ADJ
Kenya PROPN
, PUNCT
imetangaza VERB
kuwafukuza NOUN
wanadiplomasia NOUN
wote ADJ
wa ADJ
Kenya PROPN
na CCONJ
kuagiza NOUN
wanadiplomasia NOUN
wake ADJ
wote ADJ
walio AUX
Nairobi PROPN
kurudi NOUN
Mogadishu PROPN
ndani ADP
ya ADP
siku NOUN
saba ADJ
kuanzia NOUN
leo ADV
jumanne ADV
Desemba ADV
15 NUM
2020 NUM
. PUNCT

Waziri NOUN
wa ADJ
habari NOUN
wa ADJ
Somalia PROPN
Osman PROPN
Abukar PROPN
Dubbe PROPN
, PUNCT
amesema VERB
katika ADP
hotuba NOUN
iliyopeperushwa VERB
moja ADV
kwa ADV
moja ADV
na ADP
televisheni NOUN
ya ADJ
serikali NOUN
ya ADJ
Somalia PROPN
Jumatatu ADV
jioni ADV
kwamba SCONJ
hatua NOUN
hiyo ADJ
imechukuliwa VERB
kujibu NOUN
uchokozi NOUN
wa ADJ
kisiasa ADJ
wa ADJ
kila ADV
mara ADV
unaofanywa VERB
na PART
serikali NOUN
ya ADJ
Kenya PROPN
kinyume SCONJ
na SCONJ
uhuru NOUN
wa ADJ
Somalia PROPN
. PUNCT

Serikali NOUN
ya ADJ
Kenya PROPN
haijajibu VERB
madai NOUN
wala CCONJ
hatua NOUN
hiyo ADJ
ya ADP
Somalia PROPN
. PUNCT

Somalia PROPN
ilimuondoa VERB
balozi NOUN
wake ADJ
nchini ADV
Kenya ADV
Novemba ADV
29 NUM
na CCONJ
kuamuru NOUN
balozi NOUN
wa ADJ
Kenya PROPN
kuondoka NOUN
Mogadishu PROPN
. PUNCT

Wakati NOUN
huo ADJ
, PUNCT
Somalia PROPN
iliishutumu VERB
Kenya PROPN
kwa ADP
kuingilia NOUN
kati NOUN
maswala NOUN
yake ADJ
ya ADJ
ndani NOUN
na CCONJ
siasa NOUN
za ADJ
nchi NOUN
hiyo ADJ
. PUNCT

Katika ADP
taarifa NOUN
kwa ADP
waandishi NOUN
wa ADJ
habari NOUN
, PUNCT
Somalia PROPN
ilidai VERB
kwamba SCONJ
Kenya PROPN
ilikuwa AUX
inamshinkiza VERB
kisiasa ADJ
kiongozi NOUN
wa ADJ
eneo NOUN
la ADJ
Somali PROPN
Ahmed PROPN
Mohamed PROPN
Islam PROPN
maarufu ADJ
kama SCONJ
Ahmed PROPN
Madobe PROPN
wa ADJ
Jubaland PROPN
, PUNCT
ili SCONJ
kutimiza NOUN
malengo NOUN
yake ADJ
ya ADJ
kisiasa ADJ
na CCONJ
kichumi ADJ
ndani ADP
ya ADP
Somalia PROPN
. PUNCT

Somalia PROPN
inadai VERB
kwamba SCONJ
kutokana SCONJ
na SCONJ
ushawishi NOUN
wa ADJ
Kenya PROPN
, PUNCT
Ahmed PROPN
Madobe PROPN
alilegeza VERB
msimamo NOUN
wake ADJ
kuhusu ADP
mkataba NOUN
wa ADJ
Septemba NOUN
17 NUM
, PUNCT
kati SCONJ
ya SCONJ
serikali NOUN
kuu ADJ
na CCONJ
viongozi NOUN
wa ADJ
maeneo NOUN
. PUNCT

Mkataba NOUN
huo ADJ
ulikuwa AUX
wa ADP
kutoa NOUN
fursa NOUN
ya ADP
kufanyika NOUN
uchaguzi NOUN
usio ADJ
wa ADJ
moja ADV
kwa ADV
moja ADV
nchini ADV
Somalia PROPN
lakini CCONJ
kiongozi NOUN
wa ADJ
Jubaland PROPN
sasa ADV
anataka VERB
serikali NOUN
ya ADJ
Somali PROPN
kuondoa NOUN
wanajeshi NOUN
wake ADJ
katika ADP
eneo NOUN
la ADJ
Gedo PROPN
ili SCONJ
utawala NOUN
wake ADJ
uandae VERB
uchaguzi NOUN
. PUNCT

Hatua NOUN
hiyo ADJ
inapingwa VERB
na PART
serikali NOUN
kuu ADJ
. PUNCT

Kenya PROPN
na CCONJ
Jubaland PROPN
zimekanusha VERB
madai NOUN
hayo ADJ
. PUNCT

Serikali NOUN
ya ADJ
Kenya PROPN
imeeleza VERB
masikitiko NOUN
kwamba SCONJ
hatua NOUN
ya ADJ
Somalia PROPN
ilikuwa AUX
ya ADP
kusikitisha NOUN
na CCONJ
kwamba SCONJ
madai NOUN
hayo ADJ
yalikuwa AUX
yasiyo VERB
na PART
msingi NOUN
wowote ADJ
. PUNCT

Mgogoro NOUN
waongezeka VERB
zaidi ADV
kati SCONJ
ya SCONJ
Somalia PROPN
na CCONJ
Kenya PROPN
umeongezeka VERB
zaidi ADV
kufuatia NOUN
ziara NOUN
ya ADJ
rais NOUN
wa ADJ
Somaliland PROPN
, PUNCT
ambayo ADJ
ilijitangazia VERB
uhuru NOUN
kutoka ADP
kwa ADP
Somalia PROPN
Muse PROPN
Bihi PROPN
Abdi PROPN
nchini ADV
Kenya PROPN
. PUNCT

Abdi PROPN
alikutana VERB
na ADP
rais NOUN
wa ADJ
Kenya PROPN
Uhuru PROPN
Kenyatta PROPN
jumatatu ADV
. PUNCT

Wizara NOUN
ya ADJ
mambo NOUN
ya ADJ
nje NOUN
ya ADJ
Kenya PROPN
imesema VERB
katika ADP
taarifa NOUN
kwa ADP
vyombo NOUN
vya ADJ
habari NOUN
kwamba SCONJ
viongozi NOUN
hao ADJ
wawili ADJ
wamezungumzia VERB
maswala NOUN
ya ADJ
muhimu ADJ
yanayohusu VERB
nchi NOUN
hizo ADJ
mbili ADJ
. PUNCT

Kenya PROPN
imesema VERB
kwamba SCONJ
haina VERB
upendeleo NOUN
wowote ADJ
wa ADJ
kidiplomasia ADJ
nchini ADV
Somaliland PROPN
lakini CCONJ
imetaja VERB
Somaliland PROPN
kuwa AUX
mshirika NOUN
muhimu ADJ
sana ADV
katika ADP
pembe NOUN
ya ADJ
Afrika PROPN
katika ADP
kupambana NOUN
na ADP
ugaidi NOUN
hasa ADV
wapiganaji NOUN
wa ADJ
kundi NOUN
la ADJ
Al PROPN
- PUNCT
Shabaab PROPN
. PUNCT

Kenya PROPN
imesema VERB
kwamba SCONJ
inazingatia VERB
sana ADV
namna NOUN
ya ADJ
kuimarisha NOUN
biashara NOUN
na CCONJ
uekezaji NOUN
kati SCONJ
yake PRON
na CCONJ
Somaliland PROPN
. PUNCT

Somaliland PROPN
alijitangazia VERB
kujitawala NOUN
kutoka ADP
kwa ADP
Somalia PROPN
mnamo ADV
May ADV
1991 NUM
lakini CCONJ
uhuru NOUN
wake ADJ
haujatambuliwa VERB
kimataifa ADJ
. PUNCT

Serikali NOUN
ya ADJ
Somalia PROPN
inasisitiza VERB
kwamba SCONJ
Somaliland PROPN
ni AUX
sehemu NOUN
ya ADJ
Somalia PROPN
. PUNCT

Mnamo ADV
July ADV
mwaka ADV
huu ADJ
, PUNCT
Somalia PROPN
ilisitisha VERB
uhusiano NOUN
wake ADJ
na ADP
Guinea PROPN
, PUNCT
baada ADP
ya ADP
nchi NOUN
hiyo ADJ
ya ADJ
Afrika PROPN
magharibi NOUN
kumkaribisha NOUN
rais NOUN
wa ADJ
Somaliland PROPN
mjini NOUN
Conakry PROPN
. PUNCT

Licha SCONJ
ya SCONJ
uhusiano NOUN
wa ADJ
Kenya PROPN
na CCONJ
Somalia PROPN
kuwa AUX
mbaya ADJ
katika ADP
siku NOUN
za ADJ
hivi ADV
karibuni ADJ
, PUNCT
Kenya PROPN
ina VERB
maelfu NOUN
ya ADJ
wanajeshi NOUN
wake ADJ
nchini ADV
humo ADJ
, PUNCT
chini ADP
ya ADP
muungano NOUN
wa ADJ
Afrika PROPN
- PUNCT
AMISOM PROPN
, PUNCT
wanaopambana VERB
na ADP
wanamgambo NOUN
wa ADJ
Al PROPN
- PUNCT
shabaab PROPN
. PUNCT

Nchi NOUN
hizo ADJ
mbili ADJ
vile ADV
vile ADV
zina VERB
mzozo NOUN
wa ADJ
mpaka NOUN
unaosubiri VERB
kutatuliwa NOUN
na ADP
mahakama NOUN
ya ADJ
haki NOUN
ya ADJ
kimataifa ADJ
. PUNCT

Kesi NOUN
hiyo ADJ
ya ADP
mpaka ADV
imepangiwa VERB
kusikilizwa NOUN
mjini NOUN
Hague PROPN
, PUNCT
March NOUN
2021 NUM
. PUNCT

Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Msemaji NOUN
mkuu ADJ
wa ADJ
Pentagon PROPN
, PUNCT
Jonathan PROPN
Hoffman PROPN
amewaambia VERB
waandishi NOUN
wa ADJ
habari NOUN
walinzi NOUN
10 NUM
kati SCONJ
ya SCONJ
12 NUM
waliondolewa VERB
kwa ADP
tabia NOUN
inayotia VERB
shaka NOUN
ambayo ADJ
haihusiani VERB
na ADP
msimamo NOUN
mkali ADJ
ulioelezwa VERB
na PART
FBI PROPN
wakati NOUN
wa ADJ
ukaguzi NOUN
wa ADJ
Maafisa NOUN
wa ADJ
jeshi NOUN
la ADJ
ulinzi NOUN
wa ADJ
taifa NOUN
, PUNCT
kikosi NOUN
kinachotoa VERB
ulinzi NOUN
wa ADJ
muda NOUN
kwa ADP
ajili ADP
ya ADP
usalama NOUN
wa ADJ
kuapishwa NOUN
Rais NOUN
Mteule ADJ
wa ADJ
Marekani PROPN
Joe PROPN
Biden PROPN
, PUNCT
wanasema VERB
wameondoa VERB
walinzi NOUN
12 NUM
katika ADP
kikosi NOUN
hicho ADJ
ikiwa AUX
miongoni SCONJ
mwa SCONJ
hatua NOUN
za ADP
kuhakikisha NOUN
usalama NOUN
kwenye ADP
sherehe NOUN
za ADJ
kuapishwa NOUN
kwa ADP
Biden PROPN
, PUNCT
Januari NOUN
20 NUM
. PUNCT

Ulinzi NOUN
umeongezeka VERB
kufuatia NOUN
vurugu NOUN
zilizosababisha VERB
vifo NOUN
Januari NOUN
6 NUM
baada ADP
ya ADP
jengo NOUN
la ADJ
bunge NOUN
kushambuliwa NOUN
na PART
wafuasi NOUN
wa ADJ
rais NOUN
anayeondoka ADJ
madarakani NOUN
Donald PROPN
Trump PROPN
. PUNCT

