undiacritized	diacritized
Njẹ awọn nnkan ti ẹ n sọ fun wa yii le pẹ?	Ǹjẹ́ àwọn nǹkan tí ẹ ń sọ fún wa yìí le pẹ́?
Bẹẹ ni, eyi lo mu ki ijọba apapọ ṣagbekalẹ ileewe yunifasiti Reluwee ti wọn gbe lọ siluu Katsina lọhun-un.	Bẹ́ẹ̀ ni, èyí ló mú kí ìjọba àpapọ̀ ṣàgbékalẹ̀ iléèwé yunifásítì Rélùweè tí wọ́n gbé lọ sílùú Katsina lọ́hùn-ún.
Idi ni pe ko si ileese Reluwee ni Naijiria, a si fẹ ko wa gẹgẹ bo ti wa nilẹ South Afrika ati ni Egypt.	Ìdí ni pé kò sí iléesé Rélùweè ní Nàíjíríà, a sì fẹ́ kó wa gẹ́gẹ́ bó ti wà nílẹ̀ South Afrika àti ní Egypt.
Loootọ lawọn ileewe ẹkọṣẹ wa fun awọn oṣiṣẹ Reluwee, ṣugbọn iwọnba iṣẹ ni wọn n ṣe nibẹ, ohun to fa yunifasiti niyẹn.	Lóòótọ́ làwọn iléèwé ẹ̀kọ́ṣẹ́ wà fún àwọn òṣìṣẹ́ Rélùweè, ṣùgbọ́n ìwọ̀nba ìṣẹ́ ni wọ́n ń ṣe níbẹ̀, ohun tó fa yunifásítì nìyẹn.
Bakan naa ni ileeṣẹ ti a ṣi si Kajọla, awọn ni wọn a maa ṣe ọkọ ti a fi n gbe ẹru ati eeyan, ko digba taa ba de ilẹ okeere.	Bákan náà ni iléeṣẹ́ tí a ṣí sí Kájọ́la, àwọn ni wọ́n á máa ṣe ọkọ tí a fi ń gbé ẹrù àti èèyàn, kò dìgbà táa bá dé ilẹ̀ òkèèrè.
Yatọ si imugbooro ti ẹ n mu ba awọn ọkọ Reluwee wa, ki tun lawọn anfaani ọrọ-aje to tun le ṣẹlẹ sawọn araalu?	Yàtọ̀ sí ìmúgbòòrò tí ẹ ń mú bá àwọn ọkọ̀ Rélùweè wa, kí tún làwọn àǹfààní ọrọ̀-ajé tó tún le ṣẹlẹ̀ sáwọn aráàlú?
Ohun kan to ṣe pataki julọ ni pe, imugbooro to n ba Reluwee tuntun ti a n ṣe lọwọ yii maa mu ki idagbasoke ṣẹlẹ lawọn ilu kan.	Ohun kan tó ṣe pàtàkì jùlọ ni pé, ìmúgbòòrò tó ń bá Rélùweè tuntun tí a ń ṣe lọ́wọ́ yìí máa mú kí ìdàgbàsókè ṣẹlẹ̀ láwọn ìlú kan.
Nitori awọn ibudokọ tuntun maa dide, baa ṣe ni Ijoko, Kajọla, ati bẹẹ bẹẹ lọ, bẹẹ la maa ni awọn ibudokọ tuntun ti wọn jẹ ilu tawọn eeyan ko mọ tẹlẹ.	Nítorí àwọn ibùdókọ̀ tuntun máa dìde, báa ṣe ní Ìjókò, Kájọlà, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, bẹ́ẹ̀ la máa ní àwọn ibùdókọ̀ tuntun tí wọ́n jẹ́ ìlú táwọn èèyàn kò mọ̀ tẹ́lẹ̀.
Eyi si tun maa fun awọn onileeṣẹ nla nla lanfaani ati lọọ daṣẹ silẹ lawọn ilu yẹn ati agbegbe wọn, gẹgẹ baa ṣe ni niluu Ọta.	Èyí sì tún máa fún àwọn oníléeṣẹ́ ńlá ńlá láǹfààní àti lọọ dáṣẹ́ sílẹ̀ láwọn ìlú yẹn àti agbègbè wọn, gẹ́gẹ́ báa ṣe ní nìlúú Ọ̀tà.
O dabii igba teeyan lọọ da ileeṣẹ silẹ tabi da ileewe giga silẹ sabule ni, o ti di dandan ki abule yẹn laju tipatipa, nitori awọn eeyan maa wa sibẹ wa ṣe ohun kan tabi ikeji.	Ó dàbíi ìgbà téèyàn lọọ dá iléeṣẹ́ sílẹ̀ tàbí dá iléèwé gíga sílẹ̀ sábúlé ni, ó ti di dandan kí abúlé yẹn lajú tipátipá, nítorí àwọn èèyàn máa wá síbẹ̀ wá ṣe ohun kan tàbí ìkejì.
Bo ṣe maa ri fun awọn adugbo tuntun taa fẹẹ gbe Reluwee tuntun yẹn gba niyẹn.	Bó ṣe máa rí fún àwọn àdúgbò tuntun táa fẹ́ẹ́ gbé Rélùweè tuntun yẹn gbà nìyẹn.
Mo n ki awọn eeyan abule yẹn ku oju lọna.	Mo ń kí àwọn èèyàn abúlé yẹn kú ojú lọ́nà.
Njẹ awọn ọmọ ilẹ wa wa ninu awọn to n ṣiṣẹ pẹlu awọn agbaṣẹṣe ti ẹ gbeṣẹ fun?	Ǹjẹ́ àwọn ọmọ ilẹ̀ wa wà nínú àwọn tó ń ṣiṣẹ́ pẹ̀lú àwọn agbaṣẹ́ṣe tí ẹ gbéṣẹ́ fún?
Bẹẹ ni, awọn ọmọ wa wa ninu wọn, ileeṣẹ taa gbeṣẹ fun naa lawọn ọmọ ilẹ wa to n ṣiṣẹ pẹlu wọn.	Bẹ́ẹ̀ ni, àwọn ọmọ wa wà nínú wọn, iléeṣẹ́ táa gbéṣẹ́ fún náà láwọn ọmọ ilẹ̀ wa tó ń ṣiṣẹ́ pẹ̀lú wọn.
Njẹ o ṣee ṣe ka ṣofin to maa fofin de awọn ọkọ ajagbe elejo lati maa lo ọkọ oju irin, dipo oju titi ti wọn n gbe ẹru wọn gba?Awọn aṣofin wa lo maa ṣeyẹn, ṣugbọn ka too le ṣeyẹn, a gbọdọ ni awọn ọkọ oju irin to le ṣiṣẹ yẹn, ohun taa ni ko ti i to rara.	Ǹjẹ́ ó ṣeé ṣe ká ṣòfin tó máa fòfin de àwọn ọkọ̀ àjàgbé eléjò láti máa lo ọkọ̀ ojú irin, dípò ojú títì tí wọ́n ń gbé ẹrù wọn gbà?Àwọn aṣòfin wa ló máa ṣèyẹn, ṣùgbọ́n ká tóó le ṣèyẹn, a gbọ́dọ̀ ní àwọn ọkọ̀ ojú irin tó le ṣiṣẹ́ yẹn, ohun táa ní kò tí ì tó rárá.
Ohun to dara ni, ṣugbọn asiko ko ti i to.	Ohun tó dára ni, ṣùgbọ́n àsìkò kò tí ì tó.
Fun apẹẹrẹ, apa wa ko ka awọn ti won n waa ba wa pe ka ba awọn gbe kontena wọn lati Apapa, nitori akoko ati iye owo taa n gba lọwọ wọn, lara awọn ipenija to wa lọwọ niyẹn.	Fún àpẹẹrẹ, apá wa kò ká àwọn tí wón ń wáá bá wa pé ká bá àwọn gbé kònténà wọn láti Àpápá, nítorí àkóko àti iye owó táa ń gbà lọ́wọ́ wọn, lára àwọn ìpèníjà tó wà lọ́wọ́ nìyẹn.
Awọn to n tagbo atawọn ti wọn n gun ori reluwee nkọ, ki lẹ fẹẹ ṣe sọrọ wọn?	Àwọn tó ń tàgbò àtàwọn tí wọn ń gun orí rélùweè ńkọ́, kí lẹ fẹ́ẹ́ ṣe sọ̀rọ̀ wọn?
A n ba wọn sọrọ, bẹẹ la si n bẹ wọn, ṣugbọn ki awa araalu naa ran wa lọwọ, ki wọn maa fi to awọn agbofinro leti, awọn tiwa ibi wa lọwọ wọn, ki wọn ta awọn ọlọpaa lolobo, bakan naa kawọn to n rọmọ ọkọ naa yee ṣe bẹẹ.	À ń bá wọn sọ̀rọ̀, bẹ́ẹ̀ la sì ń bẹ̀ wọ́n, ṣùgbọ́n kí àwa aráàlú náà ràn wá lọ́wọ́, kí wọ́n máa fi tó àwọn agbófinró létí, àwọn tíwà ibi wà lọ́wọ́ wọn, kí wọ́n ta àwọn ọlọ́pàá lólobó, bákan náà káwọn tó ń rọ̀mọ́ ọkọ̀ náà yéé ṣe bẹ́ẹ̀.
Lakotan, ki lo mu ifasẹyin ba ileeṣẹ Reluwee gan-an na?	Lákòtán, kí ló mú ìfàsẹ́yìn bá iléeṣẹ́ Rélùweè gan-an ná?
Lati ori ijọba Abacha ni ijọba apapọ ti bẹrẹ si i nawo lori ileeṣẹ Reluwee.	Láti orí ìjọba Abacha ni ìjọba àpapọ̀ ti bẹ̀rẹ̀ sí í náwó lórí iléeṣẹ́ Rélùweè.
Ṣaaju akoko yẹn, oju titi nijọba n nawo le lori, ti wọn n ṣe awọn ọna tuntun, wọn o nawo lori awọn ọkọ Reluwee.	Ṣáájú àkókò yẹn, ojú títì nìjọba ń náwó lé lórí, tí wọ́n ń ṣe àwọn ọ̀nà tuntun, wọn ò náwó lórí àwọn ọkọ̀ Rélùweè.
Lẹyin Abacha, awọn to wa lẹyin Abacha naa ṣe tiwọn, bẹẹ naa ni Ọbasanjọ ati Yaradua pẹlu Jonathan ko too di pe Buhari naa gbaṣẹ ọhun to si n tẹpa mọ ọn gan-an.	Lẹ́yìn Abacha, àwọn tó wà lẹ́yìn Abacha náà ṣe tiwọn, bẹ́ẹ̀ náà ni Ọbásanjọ́ àti Yáràduà pẹ̀lú Jonathan kó tóó di pé Buhari náà gbaṣẹ́ ọ̀hún tó sì ń tẹpá mọ́ ọn gan-an.
Lọrọ kan, awọn ijọba wa ti karamasiki iṣẹ oju titi ju oju Reluwee lọ, eyi ko si yẹ ko ri bẹẹ.	Lọ́rọ̀ kan, àwọn ìjọba wa ti káràmásìkí iṣẹ́ ojú títì ju ojú Rélùweè lọ, èyí kò sì yẹ kó rí bẹ́ẹ̀.
O niye tilẹ China n na lọdọọdun lori Reluwee, o yẹ kawa naa niye ta o maa na lori Reluwee lọdọọdun.	Ó níye tílẹ̀ China ń ná lọ́dọọdún lórí Rélùweè, ó yẹ káwa náà níye ta ó máa ná lórí Rélùweè lọ́dọọdún.
Nitori naa la ṣe gbọdọ dupẹ lọwọ Aarẹ Buhari ati minisita fun igbokegbodo ọkọ, Rotimi Amaechi fun iṣẹ takuntakun ti wọn n ṣe lẹka naa.	Nítorí náà la ṣe gbọ́dọ̀ dúpẹ́ lọ́wọ́ Ààrẹ Buhari àti mínísítà fún ìgbòkègbòdò ọkọ̀, Rótìmí Amaechi fún iṣẹ́ takuntakun tí wọ́n ń ṣe lẹ́ka náà.
Ohun tawọn ọmọ Naijiria n sọ nipa owo ina.	Ohun táwọn ọmọ Nàíjíríà ń sọ nípa owó iná.
Tobi Adeyemo lọ sigbooro lati beere ohun tawọn araalu n ri si ọrọ owo ina tijọba apapọ fẹẹ fi kun, Ohun to ba bọ ree.	Tóbi Adéyemo lọ sígbooro láti bèèrè ohun táwọn aráàlú ń rí sí ọ̀rọ̀ owó iná tíjọba àpapọ̀ fẹ́ẹ́ fi kún, Ohun tó bá bọ̀ rèé.
Ẹbẹ la bẹ wọn o  Adekunle Adeleke	Ẹ̀bẹ̀ la bẹ̀ wọ́n o – Adékúnlé Adélékè
Ọrọ naa lagbara o, gbogbo oṣu ni owo ina n ga soke o, O si yẹ ki owo ina maa walẹ nitori pe awa gan ni Naijiria la n ṣe ina ti a n lo, kii ṣe ilẹ okeere ni wọn ti n gbe e wa, nitori naa lo ṣe ya wa lẹnu bo ṣe ri yii o.	Ọ̀rọ̀ náà lágbára o, gbogbo oṣù ni owó iná ń ga só́kè o, Ó sì yẹ kí owó iná máa wálẹ̀ nítorí pé àwa gan ní Nàìjíríà la ń ṣe iná tí à ń lò, kìí ṣe ilẹ̀ òkèèrè ni wọ́n ti ń gbé e wá, nítorí náà ló ṣe yà wá lẹ́nu bó ṣe rí yìí o.
A tiẹ gbọ pe wọn n fun awọn ilu miiran ju awa lọ nibi, ṣo tun wa yẹ ki owo ina lọ soke ni, bẹẹ la si tun n sanwo ina ti a ko lo, a bẹ Buhari ko ba wa wa nnkan ṣe si i o.	A tiẹ̀ gbọ́ pé wọ́n ń fún àwọn ìlú mìíràn ju àwa lọ níbí, ṣó tún wá yẹ kí owó iná lọ sókè ni, bẹ́ẹ̀ la sì tún ń sanwó iná tí a kò lò, a bẹ Bùhárí kó bá wa wá nǹkan ṣe sí i o.
Bawo ni wọn ṣe fẹ kẹni ti ko niṣẹ sanwo  Pasito Solomon	Báwo ni wọ́n ṣe fẹ́ kẹ́ni tí kò níṣẹ́ sanwó – Pasito Solomon
O yẹ ki wọn maa yọ owo ina ninu owo oṣu wa ni.	Ó yẹ kí wọ́n máa yọ owó iná nínú owó oṣù wa ni.
Ohun to tun buru ni pe ko siṣẹ, ẹlomii gan-an ko ti i ri ounjẹ to maa jẹ, ṣugbọn wọn tun n fi owo kun owo ina, ṣo yẹ ko ri bẹẹ.	Ohun tó tún burú ni pé kò síṣẹ́, ẹlòmíì gan-an kò tí ì rí ouńjẹ tó máa jẹ, ṣùgbọ́n wọ́n tún ń fi owó kún owó iná, ṣó yẹ kó rí bẹ́ẹ̀.
Ohun temi fẹ ni pe ki wọn maa yọ owo ina ninu owo oṣu wa, ṣugbọn awọn ti ẹ o fun ni iṣẹ kọ?	Ohun témi fẹ́ ni pé kí wọ́n máa yọ owó iná nínú owó oṣù wa, ṣùgbọ́n àwọn tí ẹ ò fún ní iṣẹ́ kọ́?
Bawo le ṣe fẹ ki wọn maa san an.	Báwo le ṣe fẹ́ kí wọ́n máa san án.
Ki wọn fi silẹ bo ṣe wa tẹlẹ  Temitayọ Fadipẹ	Kí wọ́n fi sílẹ̀ bó ṣe wà tẹ́lẹ̀ – Tèmítáyọ̀ Fádípẹ̀
Ki wọn jọ ọ ki wọn ma fi owo kun owo ina o, toripe owo ina ti a n san pọ ju ina ti a n lo lọ.	Kí wọ́n jọ̀ ọ́ kí wọ́n má fi owó kún owó iná o, torípé owó iná tí a ń san pọ̀ ju iná tí a ń lò lọ.
Ṣugbọn fun awa mẹkunnu, ki wọn fi silẹ bo ṣe wa tẹlẹ.	Ṣùgbọ́n fún àwa mẹ̀kúnnù, kí wọ́n fi sílẹ̀ bó ṣe wà tẹ́lẹ̀.
Ina ti ko si ni wọn tun fi owo kun  Bọlaji Akinyẹmi	Iná tí kò sí ni wọ́n tún fi owó kún – Bọ́lájí Akínyẹmí
A fẹ ki wọn mu owo ina walẹ.	A fẹ́ kí wọ́n mú owó iná wálẹ̀.
Igba miiran gan an wọn ko ni fun wa ni ina deede, ṣe ina ti ko wa deede ni wọn tun fẹẹ gbowo le, eleyii ko dara o. Ṣe ni wọn tun n gbe owo gọbọi wa fun wa paapaa, ki wọn ṣaanu wa o.	Ìgbà mííràn gan an wọn kò ní fún wa ní iná déédé, ṣé iná tí kò wá déédé ni wọ́n tún fẹ́ẹ́ gbówó lé, eléyìí kò dára o. Ṣe ni wọ́n tún ń gbé owó gọbọi wá fún wa pàápàá, kí wọ́n ṣàánú wa ò.
Wọn ko ṣaanu awa mẹkunnu rara  Nafisat Adeshina	Wọn kò ṣàánú àwa mẹ̀kúnnù rárá – Nafisat Adéshínà
Owo yẹn ti pọju o, ki wọn jọwọ ki wọn ba wa din in ku, ki wọn ṣaanu wa, paapaa awa mẹkunnu Ọlọrun, ki wọn ṣaanu wa o.	Owó yẹn ti pọ̀jù o, kí wọ́n jọ̀wọ́ kí wọ́n bá wa dín in kù, kí wọ́n ṣàánú wa, pàápàá àwa mẹ̀kúnnù Ọlọ́run, kí wọ́n ṣàánú wa o.
Ijọba Buhari ko fẹ ka fowo ṣe nnkan mi in rara  Abiọdun Ọpẹoluwa	Ìjọba Bùhárí kò fẹ́ ká fowó ṣe nǹkan mí ìn rárá – Abíọ́dún Ọpẹ́olúwa
Ṣe ẹ ri nnkan tijọba n ṣe fun wa, ki Ọlọrun ko ṣaanu wa ni o. Ṣe ẹ ri, awa lọgbọn ṣugbọn a ko lagbara ni.	Ṣe ẹ rí nǹkan tíjọba ń ṣe fún wa, kí Ọlọ́run kó ṣàánú wa ni o. Ṣe ẹ rí, àwa lọ́gbọ́n ṣùgbọ́n a kò lágb́ara ni.
Ko too di Disẹmba wọn fi owo kun owo ina, wọn tun ti fi kun un ninu oṣu kinni yii, ko dara, Ṣe ina la fẹẹ ma na gbogbo owo wa lori ni, ṣe a o ni jẹun ni, tabi ṣe nnkan mi in, ko da bẹẹ.	Kó tóó di Dìsẹ́ḿbà wọ́n fi owó kún owó iná, wọ́n tún ti fí kún un nínú oṣù kínní yìí, kò dára, Ṣé iná la fẹ́ẹ́ má ná gbogbo owó wa lórí ni, ṣé a ò ní jẹun ni, tàbí ṣé nǹkan mí ìn, kò da bẹ́ẹ̀.
Ṣe wọn fẹẹ maa fi kun owo ina nigba gbogbo ni, Ki Ọlọrun ko ṣaanu wa.	Ṣé wọ́n fẹ́ẹ́ máa fi kún owó iná nígbà gbogbo ni, Kí Ọlọ́run kó ṣàánú wa.
Ki Buhari ṣaanu wa  Arabinrin Dele	Kí Bùhárí ṣàánú wa – Arábìnrin Délé
Mo fẹ ki awọn ijọba ṣaanu wa, ki wọn yee fi owo kun owo ina mo, Ki wọn ṣaanu araalu.	Mo fẹ́ kí àwọn ìjọba ṣàánú wa, kí wọ́n yéé fi owó kún owó iná mó, Kí wọ́n ṣàánú aráàlú.
Mi o faramọ ọn rara  Sunday Ogunjọbi	Mi ò faramọ́ ọn rárá – Sunday Ògúnjọbí
Mi o faramo owo ina ti won fi kun un o, nnkan ko rorun o, a maa sanwo ile, sanwo ounje, owo ileewe omo ati bee bee lo, Ki ijoba bawa wa se nnkan se si i	Mi ò faramó owó iná tí wón fi kún un o, nǹkan kò rorùn o, a máa sanwó ilé, sanwó ouńje, owó iléèwé omo àti béè béè lo, Kí ìjoba báwa wá se nǹkan se sí i
Ki wọn yaa gbe e wale kia  Arabinrin Godwin	Kí wọ́n yáa gbé é wálé kíá – Arábìnrin Godwin
Mi o faramọ owo ina ti wọn fi kun un yii rara, ki wọn tete yaa gbe e walẹ.	Mi ò faramọ́ owó iná tí wọ́n fi kún ún yìí rárá, kí wọ́n tètè yáa gbé e wálẹ̀.
Ohun to tiẹ maa n dun eeyan ni ti waya ina wa ti wọn n ka lọ, ki wọn ba wa din in ku o.	Ohun tó tiẹ̀ máa ń dun èèyàn ni ti wáyà iná wa tí wọ́n ń ká lọ, kí wọ́n bá wa dín in kù o.
Ṣe la o tun gbadun ina naa  Zobo Bread	Ṣe la ò tún gbádùn iná náà – Zobo Bread
Ki wọn din owo ina ku o, o ti pọ ju o, a o tun gbadun ina ọhun paapaa.	Kí wọ́n dín owó iná kù o, ó ti pọ̀ jù o, a ò tún gbádùn iná ọ̀hún pàápàá.
Ki ijọba ṣaanu wa ni Naijiria yii o, Ki wọn ṣaanu wa o, ko jọ ọ rara.	Kí ìjọba ṣàánú wa ní Nàíjíríà yìí o, Kí wọ́n ṣàánú wa o, kò jọ ọ́ rárá.
Aṣiṣe nla gbaa ni  Lekan Ogunbanwoo	Àṣìṣe ńlá gbáà ni – Lékan Ògúnbánwòó
Ko yẹ ko ri bẹẹ, nigba ti awọn eeyan n pariwo pe ilu o fararọ, ko sounjẹ, ki wọn tete wa atunṣe si I, Ẹ wa fi kun owo ina, nibo lẹ fẹ ka ti ri owo ọhun san, ki wọn yaa tete din in ku o.	Kò yẹ kó rí bẹ́ẹ̀, nígbà tí àwọn èèyàn ń pariwo pé ìlú ò fararọ, kò sóuńjẹ, kí wọ́n tètè wá àtúnṣe sí I, Ẹ wá fi kún owó iná, níbo lẹ fẹ́ ká ti rí owó ọ̀hún san, kí wọ́n yáa tètè dín in kù o.
Ileewe wa to digi araba lonii, ẹgbẹrun lọna ogun naira pere la fi bẹrẹ  Baba Ojo, Oludasilẹ ileewe Jextoban	Iléèwé wa tó digi àràbà lónìí, ẹgbẹ̀rún lọ́nà ogún náírà péré la fi bẹ̀rẹ̀ – Bàbá Òjó, Olùdásílẹ̀ iléèwé Jextoban
Abajade eto iwadii ti ileese ijoba to n sakoso eto eko niipinle Eko (Ministry of Education) se, won ni ileewe Jextoban Secondary School wa lara awon ileewe mewaa akọkọ to dangajia julo, laarin awon ẹgbẹẹgbẹrun ileewe adani to wa nipinlẹ Eko, Alapẹrẹ ni Ketu nileewe ọhun fikalẹ si nijoba ibilẹ Kosofẹ, lEkoo.	Àbájáde ètò ìwádìí tí iléesé ìjoba tó ń sàkóso ètò èkó níìpínlè Èkó (Ministry of Education) se, wón ní iléèwé Jextoban Secondary School wà lára àwon iléèwé méwàá àkọ́kọ́ tó dángájíá jùlo, láàrin àwon ẹgbẹẹgbẹ̀rún iléèwé àdáni tó wà nípínlẹ̀ Èkó, Alápẹ̀rẹ̀ ní Kétu níléèwé ọ̀hún fìkàlẹ̀ sí níjoba ìbílẹ̀ Kòsòfẹ́, l’Ékòó.
Laipẹ yii nileewe ọhun se ayeye ọdun mẹẹẹdọgbọn ti wọn ti bẹrẹ isẹ, Eyi lo mu ki ikọ Asejere sabẹwo si oludasilẹ ileewe naa fun ifọrowerọ.	Láìpẹ́ yìí niléèwé ọ̀hún se ayeye ọdún mẹ́ẹ̀ẹ́dọ́gbọ̀n tí wọ́n ti bẹ̀rẹ̀ isẹ́, Èyí ló mú kí ikọ̀ Àsejèrè sàbẹ̀wò sí olùdásílẹ̀ iléèwé náà fún ìfọ̀ròwérọ̀.
Ki lohun toju wọn ri ki wọn too bẹrẹ, bawo ni wọn se bẹrẹ ati bẹẹ bẹẹ lọ.	Kí lohun tójú wọn rí kí wọ́n tóó bẹ̀rẹ̀, báwo ni wọ́n se bẹ̀rẹ̀ àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.
Ohun ti wọn ba SAM.	Ohun tí wọn bá SAM.
AKINROLE sọ ree.	AKÍNRÒLÉ sọ ree.
Bi awon eeyan ba fẹẹ da ileewe silẹ, ohun ti ọpọ maa n saaba ṣe ni ki wọn ko gbogbo ẹ papọ, wọn a ni jele-o-sinmi, wọn a ni pamari, wọn a ni girama, koda awọn kan tun ti n ni yunifasiti pẹlu ẹ bayii.	Bí àwon èèyàn bá fẹ́ẹ́ dá iléewé sílẹ̀, ohun tí ọ̀pọ̀ máa ń sáábà ṣe ni kí wọn kó gbogbo ẹ̀ papọ̀, wọ́n á ní jélé-ó-sinmi, wọ́n á ní pamari, wọ́n á ní girama, kódà àwọn kan tún ti ń ní yunifásítì pẹ̀lú ẹ̀ báyìí.
Ki lo fa a to fi jẹ pe kiki ileewe girama lẹyin yan lati da silẹ lasiko ti ẹ da ileewe yii silẹ?	Kí ló fà á tó fi jẹ́ pé kìkì iléèwé girama lẹ̀yin yàn láti dá sílẹ̀ lásìkò tí ẹ dá iléèwé yìí sílẹ̀?
Ẹ ṣeun pupọ, mo ti wa ninu iṣẹ awọn ẹrọ komputa tẹlẹ, iṣẹ yẹn ni mo kọ, ohun ni mo ka niwee, iṣẹ naa ni mo ṣe titi di 1986.	Ẹ ṣeun púpọ̀, mo ti wà nínú iṣẹ́ àwọn ẹ̀rọ kòmpútà tẹ́lẹ̀, iṣẹ́ yẹn ni mo kọ́, òhun ni mo kà níwèé, iṣẹ́ náà ni mo ṣe títí di 1986.
Mo da ileeṣẹ kan silẹ pẹlu awọn ọrẹ mi mẹta, ṣugbọn nigba ti mo di atunbi lọdun 1984 o da bii pe ajọsepo wa ko lee dan mọran mọ.	Mo dá iléeṣẹ́ kan sílẹ̀ pẹ̀lú àwọn ọ̀rẹ́ mi mẹ́ta, ṣùgbọ́n nígbà tí mo di àtúnbí lọ́dún 1984 ó dà bíi pé àjọsepò wa kò leè dán mọ́rán mọ́.
Ikinni kuro nileeṣẹ yẹn ni 1986 ẹnikeji kuro ni 1988, wọn ni bi a ṣe jọ n ṣepọ ko lee lọ geere mọ.	Ìkínní kúrò níléeṣẹ́ yẹn ní 1986 ẹnìkejì kúrò ní 1988, wọ́n ní bí a ṣe jọ ń ṣepọ̀ kò leè lọ geere mọ́.
Wọn ni bemi ṣe n ronu yatọ si bawọn ṣe n ronu.	Wọ́n ní bémi ṣe ń ronú yàtọ̀ sí báwọn ṣe ń ronú.
Agbaṣẹṣe la n ṣe lasiko naa, ṣugbọn wọn ni a o le jọ maa ṣe bẹẹ mọ.	Agbaṣẹ́ṣe là ń ṣe lásìkò náà, ṣùgbọ́n wọ́n ní a ò le jọ máa ṣe bẹ́ẹ̀ mọ́.
