eng	pcm
Rangers also had their chance in the 80th minute when they were awarded a free kick at the arc after Dare Ojo fouled Ibrahim Olawoyin but Kelvin Itoya fired it straight at Akwa Uniteds wall.	Ranger kom get dia chance for di 80th minute wen dey give free kick  for di arc afta wey Dare Ojo foul Ibrahim Olawoyin but Kelvin Itoya fire am straight for Akwa United wall
The visitors then ended the match with 10-men following the marching order to their Ivorian import, Issif Traore who fouled Charles Atshimene at the edge of the box.	Di  visitor kom end di match wit 10-men followin di marchin oda to dia Ivorian import, Issif Traore wey foul Charles Atshimene for di edge of di goalie
The resultant free kick in added time was wasted by Olisa Ndah who shot wide from close range.	Di resultant free kick for added time na hin Olisa Ndah waste wey hin shot am wide from close range
As access to fertiliser dims Farmers devise means of generating manure from neem	As access to fertiliser dimsa farmer devise means to dey generate manure from neem
As the hope of getting governments subsidised fertiliser this farming season dims further, some farmers in Jigawa State have adopted the technique of turning neem leaves into fertiliser.	As di hope to dey get goment subsidise fertiliser dis farmin season dim further, some farmer for Jigawa State don adopt di technique to dey turn neem leaves inside fertiliser
The farmers, especially those in Maigatari Local Government Area, said they decided to shift attention towards using local methods of enriching their soils for better productivity as a result of the spike in the price of inorganic fertilisers.	di farmers especially those for Maigatari Local goment Area say dem decide to shift attention towards usin local methods of enrichin dia soils for beta productivity as a result of di spike in di price of inorganic fertilizers
NPK fertiliser now costs over N12,000 per 50kg bag in the open market, and the usually subsidised ones by the federal government which usually sold for N5,500 may not be feasible this year.	NPK fertiliser now bi costs over N12,000 per 50kg in di open markert, and di usually subsidised one by di federal goment which usually sold for N5,000 may not be feasible dis year
The Minister of Agriculture, Mohammed Sabo Nanono, had said that the federal government would, from this year, hands off buying and selling of fertiliser but would play a supervisory role.	Di Minister of Agriculture, Mohammed Sabo Nanono, don tok say di federal, goment go, from dis year, hands off for buying and selling of fertiliser but go play a supervisory role
Many stakeholders have interpreted the minister stand to mean government withdrawal of fertiliser subsidy, thereby leaving farmers with no option than to buy from the open market.	Plenti stakeholder don interprete di minister stand to mean goment witdrawal of fertiliser subsidy, so tey  farmers no get option dan to buy from di open market
With the onset of the rainy season in many parts of the country, farmers are now forced to source for manure by any means.	as di rainy season don be for plenti part of di kontri, farmers dey forced to find manure by any means
This seems to be the major reason for the new innovation among the Jigawa farmers.	Dis na di major reason wey make new innovertion dey among di Jigawa farmers
How farmers use neem leaves for manure	how farmers take use neem leaves for manure
Neem leaves that fall from the tree are heaped by the farmers and put in gutters and drains and left to decompose.	neem leaves wey fall from di tree dey heep by di farmers dem kom put for inside gutters and drains kom leave am to decompose
One of the farmers said the decomposed leaves are brought out for drying before they are finally taken to the farm.	One of di farmers tok say dem dey dry di decomposed leaves before dem finally take am go farm
Scores of farmers in the town agreed that although the practice caused blockage of their drains, it had appreciable impacts on their soil.	Many farmers wey dey for town agree as although di practice kos blockage of dia drains, e get beta impact for dia soil
Mallam Imrana Adamu, a farmer in Maigatari, said he had been into the practice for some time now and was satisfied with the way the compost was helping him maintain the fertility of his soil.	Mallam Imrana Adamu, one farmer for Maigatari tok say him don dey into di practice for some time now and him dey satisfied wit di way di compost dey help am maintain di fertility for him soil
But unlike some farmers in the town who use drains in carrying out the process, Mallam Imrana said he used his premises in composting the organic fertiliser.	But unlike some farmers for di town wey use drains dey carryout di process, Mallam Imrana tok say him use him side dey decompose di organic fertiliser
He said, I mix the dried neem leaves with ash, sprinkle water on the mixture and allow the process to take its course.	Him tok say, mix di dry neem leaves wit ash, con sprinkle water put for di mixture con allow di process take hin course
I can assure you that this is very effective in enriching the soil.	I fit assure you say e dey veri effective for di enrichin of di soil
